date,ticker,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower
2020-01-15,IWM,188.2176183944728,190.19683080746407,182.18638044801403,184.1225307482723,22744196,186.81024026426536,187.7302093861113,187.70544113774488,187.70544113774488,187.18619763081384,187.4468832167172,,-0.2606855859033601,0.02111146118704072,-0.2817970470904008,187.70544113774488,191.55145827654027,183.8594239989495
2020-01-16,IWM,184.12566618914505,185.31339279636023,180.21064683596552,181.38066646469693,45805407,185.53727928954999,186.8508731936754,187.1783765816576,187.1783765816576,186.29303898987277,186.99753382767867,,-0.7044948378058962,-0.12400979861154665,-0.5804850391943495,187.1783765816576,192.35345074675448,182.00330241656073
2020-01-17,IWM,181.20364926479735,182.15404459570163,177.87909689601886,178.81697435157616,34185274,184.1093939213259,185.68760876297364,186.53519179472823,186.53519179472823,185.14287519936562,186.3915664590785,,-1.2486912597128708,-0.3489460908318115,-0.8997451688810593,186.53519179472823,193.32204060279375,179.74834298666272
2020-01-20,IWM,179.58865089992554,181.8784249738019,174.17942871524028,176.4289158367298,29571875,181.7738744088284,184.51139090018538,185.8133149405855,185.8133149405855,183.8022660666524,185.65359233890453,30.003990734732994,-1.8513262722521233,-0.6494221271158739,-1.2019041451362495,185.8133149405855,194.28090523033927,177.34572465083176
2020-01-21,IWM,175.75021909516877,179.71948819982535,168.7029543114852,172.60110148350782,38060062,178.67003777695658,182.87148033926994,184.93250071011366,184.93250071011366,182.07900997693787,184.6867411644307,26.346988496332912,-2.6077311874928455,-1.0410839391912683,-1.5666472483015772,184.93250071011366,195.5686970775125,174.29630434271482
2020-01-22,IWM,173.10151805142803,175.5298776549606,171.04780251998878,173.47176937810414,31785242,176.53988550292297,181.67506288359417,184.21620500186305,184.21620500186305,180.7548191155788,183.8560025135917,21.74837717216444,-3.1011833980128927,-1.4531038309555933,-1.6480795670572994,184.21620500186305,195.98157164670684,172.45083835701925
2020-01-23,IWM,173.11486165915852,173.6333732548204,169.1936802932619,169.70196963491074,25122087,174.20414613696573,179.87071271325786,183.36242645086585,183.36242645086585,179.05438073393756,182.8075556336894,18.61555473141999,-3.7531748997518264,-1.91311804471484,-1.8400568550369865,183.36242645086585,196.75421994096055,169.97063296077116
2020-01-24,IWM,170.218652834568,170.8317758959672,165.37066220577293,165.9684762441054,28338807,171.63444651547158,177.87192021839877,182.39609588382362,182.39609588382362,177.04116465857877,181.56021641964614,17.82035738898486,-4.519051761067374,-2.4343047879853468,-2.084746973082027,182.39609588382362,197.75916642215356,167.03302534549368
2020-01-27,IWM,166.14604465750634,170.64603896504485,164.80213867028098,169.27680915407032,34485077,170.2040251789397,175.98894979388405,181.70560710857345,181.70560710857345,175.84664842711592,180.65033439997387,23.36707345077636,-4.803685972857949,-2.9081810249598674,-1.8955049478980812,181.70560710857345,197.80363109790918,165.60758311923772
2020-01-28,IWM,169.26899195817336,170.4596872383762,169.22571460675567,170.41611659924152,24803150,169.7670282020864,174.21853298952152,181.14113258310687,181.14113258310687,175.0111819920583,179.8922441925122,28.29709551937873,-4.881062200453897,-3.302757260058674,-1.5783049403952232,181.14113258310687,197.60313770359286,164.67912746262087
2020-01-29,IWM,169.89137718442464,170.3309753836737,168.68838091374514,169.1259986769107,26695114,168.89787406184774,172.71887978238536,180.22454458424835,180.56898334947846,174.1057691743433,179.09474452468987,22.2791322303041,-4.988975350346578,-3.640000878116255,-1.3489744722303234,180.22454458424835,197.23785000558252,163.21123916291418
2020-01-30,IWM,169.0494073942687,177.602547048391,168.12877142051263,176.640569922284,36661552,170.28559411932238,172.24487012814404,179.54787166090972,180.3904191027878,174.4957385201803,178.91295381340055,38.150618652620274,-4.417215293220238,-3.7954437611370517,-0.6217715320831863,179.54787166090972,195.96092543847521,163.13481788334423
2020-01-31,IWM,176.44232740116794,178.69959866778416,169.9631271611537,172.16568627752676,38865498,171.52503612600665,171.57974132073912,178.6336750418564,180.03282202342862,174.13726894438747,178.41315621815062,30.85605768869543,-4.275887273763146,-3.8915324636622706,-0.3843548101008758,178.6336750418564,194.51831212312607,162.74903796058675
2020-02-03,IWM,171.9655416622531,175.93207809233604,170.9223429708409,174.8712524180483,38599540,172.64392477880227,171.42397497887097,177.96768293952817,179.81775662320445,174.25018947879684,178.1507929736986,35.054984555491274,-3.900603494901759,-3.8933466699101684,-0.007256824991590527,177.96768293952817,193.27140591682476,162.6639599622316
2020-02-04,IWM,175.17991976925344,177.16475190290146,171.81087695012363,173.7798458980093,22784158,173.31667063855582,171.5418494203211,177.20666487979554,179.57624019419666,174.17782892790646,177.82701911624014,37.51473841750644,-3.6491901883336766,-3.8445153735948705,0.1953251852611939,177.20666487979554,191.69228112662734,162.72104863296374
2020-02-05,IWM,173.4653294523594,174.30124729731727,173.0373323305149,173.8722461754983,32759200,174.26592013827332,171.58189710006053,176.62847999182733,179.3568558088621,174.13081619676674,177.53407297248148,40.316741583254085,-3.4032567757147376,-3.756263654018844,0.3530068783041065,176.62847999182733,190.6466522563198,162.61030772733486
2020-02-06,IWM,174.1570728100342,175.53314989320114,170.23768399754076,171.59350542138964,39156581,173.25650723809446,171.77105067870843,175.82088169598313,179.06932431302977,173.74046069286257,177.09403093165986,40.615254310738834,-3.353570238797289,-3.6757249709745334,0.32215473217724444,175.82088169598313,188.97693015050868,162.6648332414576
2020-02-07,IWM,171.7814275977387,179.01057434709568,171.28795059968832,178.49780319766245,28098868,174.5229306221216,173.02398337406413,175.44795179623142,179.0489128446238,174.47235953975485,177.19801406247487,52.40560465481829,-2.7256545227200206,-3.485710881323631,0.7600563586036104,175.44795179623142,187.7920812000794,163.10382239238345
2020-02-10,IWM,178.42228323914128,178.78359711905065,167.9003814595888,168.241077899026,47152557,173.19689571831714,172.9204102485597,174.45468002122186,178.6762288809825,173.51370082579658,176.53453730962678,45.58972672888657,-3.020836483830209,-3.392736001824947,0.3718995179947382,174.45468002122186,185.65394075004724,163.25541929239648
2020-02-11,IWM,168.74644678984714,170.56302090875502,164.06765160295922,165.85307829072434,17374044,171.61154219686014,172.464106417708,173.34131970361474,178.2487905279739,172.33514351270853,175.74331812304143,42.52301903771456,-3.4081746103329067,-3.395823723526539,-0.012350886806367534,173.34131970361474,183.1629791502988,163.51966025693068
2020-02-12,IWM,166.0003552358584,169.279270190065,160.34713247255735,163.57820398727836,28176482,169.55273375921615,171.90932694874476,172.31410336556505,177.7755458008547,170.9879220472577,174.84219855742936,43.80846393307619,-3.854276510171644,-3.48751428085556,-0.36676222931608393,172.31410336556505,181.67459336240574,162.95361336872435
2020-02-13,IWM,163.10764887181085,167.4356995331942,162.35321309468029,166.6648105116896,33099642,168.56699477727616,170.91175100768533,171.57831056791468,177.42833532306827,170.32282796486263,174.2364661095968,50.71337201139034,-3.913638144734165,-3.572739053631281,-0.34089909110288374,171.57831056791468,180.2242502192175,162.93237091661186
2020-02-14,IWM,166.64467766303278,167.70360837498598,160.83345683110048,161.86199636474987,37531013,165.23983341069362,169.8813820164076,170.73056166857336,176.9566280819071,169.02116156484527,173.3198387210896,42.62945640661712,-4.298677156244338,-3.717926674153893,-0.580750482090445,170.73056166857336,179.7066496519047,161.754473685242
2020-02-17,IWM,161.93429101956195,164.78152192712795,154.94707430325997,157.7202105890307,19922428,163.13565994869458,168.16627783350586,169.79512640618842,176.3908510968225,167.28255372241225,172.16431071130748,38.090767833263776,-4.8817569888952335,-3.950692737102161,-0.9310642517930723,169.79512640618842,180.07546482921046,159.51478798316637
2020-02-18,IWM,157.79352163921104,160.3943838986494,155.93728648750454,158.52949102619178,12725290,161.6709424957881,166.6412423463241,169.09154588332262,175.88052652337592,165.93592869222448,171.15432406796558,39.96959866249545,-5.218395375741096,-4.2042332648299485,-1.0141621109111476,169.09154588332262,180.43448696924378,157.74860479740147
2020-02-19,IWM,158.3647390417009,159.96307632914514,157.4911645132916,159.0855257834619,21407722,160.7724068550248,165.16257030712046,168.37223370359052,175.41399872504496,164.88202055241484,170.2603390098542,30.861604211741692,-5.378318457439349,-4.439050303351829,-0.9392681540875198,168.37223370359052,180.3523212562983,156.39214615088275
2020-02-20,IWM,158.55961244467505,163.2622817156363,156.91757246330516,161.58887079903857,21025863,159.75721891249458,164.16210684488536,167.9665787617969,175.04034661893667,164.3753821288185,169.61800803127525,37.95128379045334,-5.242625902456751,-4.599765423172814,-0.6428604792839376,167.9665787617969,180.301267206836,155.63189031675782
2020-02-21,IWM,161.82975546741662,162.89324890726417,160.08177728296965,161.14074275142332,24405002,159.61296818982925,162.42640080026143,167.72519208716278,174.6745675697916,163.87774530152691,168.99006245498992,33.51063456566449,-5.11231715346301,-4.702275769230853,-0.41004138423215686,167.72519208716278,180.40854905153768,155.0418351227879
2020-02-24,IWM,161.31338605655336,163.0142359071978,157.2913373420232,158.96745222613683,23852705,159.8624165172505,161.4990382329725,167.20972424076612,174.2718210225184,163.12231559762074,168.2476468824823,32.661904694144354,-5.125331284861545,-4.786886872356992,-0.33844441250455315,167.20972424076612,180.45317094903464,153.9662775324976
2020-02-25,IWM,158.62565137956628,162.5767681105086,156.03628932179487,159.96553416991736,45752519,160.14962514599557,160.91028382089183,166.6871951192999,173.91416385120337,162.63665691643558,167.63415705192193,34.05998069915617,-4.997500135486348,-4.8290095249828635,-0.16849061050348446,166.6871951192999,180.2194862278069,153.1549040107929
2020-02-26,IWM,160.50020146540868,163.5502613415169,158.741478806599,161.77754189309158,29698565,160.68802836792153,160.73021761147317,166.31977228010894,173.61814868149332,162.50448537438268,167.2003337068234,38.627155965120565,-4.695848332440704,-4.802377286474432,0.10652895403372753,166.31977228010894,179.97176830705922,152.66777625315865
2020-02-27,IWM,161.52946223193035,161.6081737323652,158.63319508274864,158.7105329504709,29713255,160.112360798208,159.93478985535128,165.4232704315183,173.2632054498023,161.9208003860886,166.57145957672319,24.836870164399116,-4.650659190634599,-4.772033667306466,0.12137447667186674,165.4232704315183,178.56699478261626,152.27954608042032
2020-02-28,IWM,158.9169605334444,159.7702257360953,158.86826478823576,159.72128352815866,39839528,159.82846895355505,159.72071857169217,164.80105029404987,172.9482770330199,161.58241317717628,166.06403912868137,35.83434422194223,-4.4816259515050945,-4.713952124146191,0.23232617264109656,164.80105029404987,177.7780128926014,151.82408769549835
2020-03-02,IWM,160.08630316926937,167.9067082692016,157.12275125114763,164.85487944610944,22314915,161.00595439754957,160.43418545740002,164.30023164545293,172.76433617877194,162.08586952624293,165.97447174478717,48.47917168908845,-3.8886022185442357,-4.5488821430258,0.6602799244815643,164.30023164545293,176.38314644048265,152.2173168504232
2020-03-03,IWM,164.83271886083776,167.1968086372166,161.82440472293695,164.17912035591746,22004389,161.8486716347496,160.9991483903726,163.82019536834838,172.57355360493074,162.40790811542362,165.84148275301905,50.962436651644104,-3.4335746375954272,-4.325820641939726,0.8922460043442983,163.82019536834838,175.05011618406218,152.59027455263458
2020-03-04,IWM,164.2046075294142,164.55051996895605,164.05824094224047,164.40397567157677,18286100,162.37395839044666,161.53099337918408,163.34678184315229,172.39595408464044,162.7149954317549,165.7350007469863,46.01358445593955,-3.0200053152314013,-4.064657576598061,1.04465226136666,163.34678184315229,173.5431949787433,153.15036870756128
2020-03-05,IWM,164.5937234745111,170.11506481094477,163.59115617040166,169.08513955649622,47132753,164.44887971165173,162.28062025492986,163.2213635499076,172.3255112223395,163.695017604792,165.98315917732035,62.79107613080078,-2.288141572528332,-3.7093543757841156,1.4212128032557838,163.2213635499076,173.04558922937417,153.39713787044104
2020-03-06,IWM,168.86718346820803,170.8255002351319,159.9250415710222,161.8014181623272,38929550,164.86490663848542,162.34668779602026,162.38654429814085,172.10625928358922,163.40369461364355,165.67340058361717,56.503496999632794,-2.2697059699736144,-3.4214246946220155,1.151718724648401,162.38654429814085,169.0854267090161,155.6876618872656
2020-03-09,IWM,161.93623168217368,162.478217384789,161.6175654262379,162.15911253271304,50900822,164.32575325580612,162.66585382667785,162.0824460298252,171.90325628867342,163.21222044734654,165.41308295021688,55.868343019857434,-2.2008625028703364,-3.17731225627168,0.9764497534013437,162.0824460298252,168.18823306514395,155.97665899450647
2020-03-10,IWM,161.91672623979747,164.33336933527266,160.96752660122536,163.37561728285826,22498107,164.16505264119428,163.00686213797195,161.9585729794319,171.7327035085571,163.23735842204064,165.26215956744957,56.79114807689161,-2.0248011454089294,-2.9468100340991303,0.9220088886902009,161.9585729794319,167.83861507315214,156.07853088571164
2020-03-11,IWM,162.71689733093262,162.88985424611946,161.3304917774438,161.50215750741214,36943197,163.58468900836138,162.979323699404,161.85477065543859,171.21359148562368,162.97040443517471,164.9836408963357,49.859941159589496,-2.0132364611609717,-2.760095319511499,0.7468588583505271,161.85477065543859,167.68753407734783,156.02200723352934
2020-03-12,IWM,161.29923776257124,165.81745871438162,160.5898084523509,165.0913508617358,46383366,162.78593126940928,163.6174054905305,161.7760976729409,170.7119379350773,163.29670388541487,164.99161941229127,55.79317530081639,-1.6949155268764002,-2.5470593609844796,0.8521438341080794,161.7760976729409,167.37338165049158,156.1788136953902
2020-03-13,IWM,165.51347545302323,168.51722461924467,164.51295363557077,167.5046661400063,17449249,163.92658086494512,164.39574375171526,162.05823116170373,170.25303888470557,163.94408269381356,165.17777102175165,62.4314674959051,-1.233688327938097,-2.284385154375203,1.0506968264371062,162.05823116170373,168.2146599732857,155.90180235012176
2020-03-16,IWM,167.89460801545215,172.11245033388772,166.18829298615114,170.38086741875793,29864568,165.5709318421541,164.9483425489801,162.69126400319007,169.89683434378847,164.9343572668819,165.56318556967804,64.37976891662043,-0.628828302796137,-1.9532737840593901,1.3244454812632531,162.69126400319007,169.5348690064438,155.84765899993633
2020-03-17,IWM,170.34636001673508,170.78417928424562,167.33683171548984,167.7680242192107,36489484,166.44941322942458,165.30723293530943,163.153190662841,169.47219068631944,165.37030602877863,165.7265069511249,58.09173257800379,-0.356200922346261,-1.6338592117167645,1.2776582893705035,163.153190662841,170.06087562874185,156.24550569694017
2020-03-18,IWM,168.10236163867617,168.6253177776161,163.0061552404369,163.51483988049614,46932326,166.85194970404137,165.2183193562014,163.37465636769272,169.03376860523215,165.08484969827364,165.56267976070794,56.28799072035492,-0.47783006243429327,-1.4026533818602704,0.9248233194259772,163.37465636769272,170.01195895012017,156.73735378526527
2020-03-19,IWM,163.33088436632266,168.59466636200443,160.91684918135135,166.13912529505532,19550172,167.06150459070528,164.92371793005728,163.60216909249357,168.60164168436776,165.24704594393236,165.60537942991886,58.059420400586056,-0.35833348598649195,-1.1937894026855147,0.8354559166990227,163.60216909249357,170.2934595669604,156.91087861802674
2020-03-20,IWM,166.1111087760264,166.36093045509963,162.222282671655,162.4666232513614,45325110,166.05389601297628,164.99023843896072,163.6684631174905,168.13184612554105,164.81928860661375,165.37287897224795,46.88661725569078,-0.553590365634193,-1.0657495952752505,0.5121592296410575,163.6684631174905,170.28290418923206,157.05402204574892
2020-03-23,IWM,161.73311138516704,167.90891305325903,161.2657481618229,167.4251015784641,17753690,165.46274284491756,165.5168373435358,164.0913455851068,167.71821788912598,165.22018290997534,165.52489546159728,53.80649501967786,-0.30471255162194666,-0.9135421865445897,0.6088296349226431,164.0913455851068,170.51912547984688,157.66356569036674
2020-03-24,IWM,167.44974359196732,168.05606444686953,160.74985306660585,161.33402945628802,26676099,164.175943892333,165.31267856087877,164.15977034942537,167.1824927853944,164.6223131478696,165.2144609426855,46.835343171399415,-0.5921477948159009,-0.849263308198852,0.25711551338295113,164.15977034942537,170.4298247723473,157.88971592650344
2020-03-25,IWM,160.84197062506914,168.48346289266857,159.74835607024795,167.34562795008063,64728047,164.9421015062499,165.89702560514564,164.43817465227482,166.8469547294306,165.04128465590207,165.3723251654555,48.25469587373817,-0.3310405095534179,-0.7456187484697653,0.4145782389163474,164.43817465227482,170.75713549009416,158.1192138144555
2020-03-26,IWM,167.71651911876108,171.06019265821206,161.55970602696496,164.8461546625651,20179824,164.68350737975183,165.87250598522854,164.74495573787954,166.51626449338792,165.01126465692715,165.3333495726488,53.379300343614446,-0.32208491572166054,-0.6609119819201443,0.3388270661984838,164.74495573787954,170.45998282474,159.02992865101908
2020-03-27,IWM,164.80426426074294,168.55634095840054,160.15934332365612,163.89061918578275,54855839,164.96830656663613,165.5111012898062,164.95342252076074,166.21773739007207,164.83885766136646,165.22648065510316,51.89660011142314,-0.3876229937366986,-0.6062541842834552,0.21863119054675662,164.95342252076074,170.18019026200008,159.7266547795214
2020-03-30,IWM,163.56949423863963,169.14234795550334,162.85152654836668,168.40316348297492,19553412,165.1639189475383,165.3133308962279,165.13083672260402,166.05722234299697,165.38721240315238,165.46179049420476,55.13605179783365,-0.07457809105238766,-0.49991896563724175,0.4253408745848541,165.13083672260402,170.57968432336645,159.68198912184158
2020-03-31,IWM,168.08163470820176,169.95765846023153,163.4440622452193,165.28891538306624,26330865,165.9548961328939,165.06542001261346,165.18632647396143,165.91097862098815,165.37208978467757,165.44898493041674,53.772837988963374,-0.07689514573917222,-0.4153142016576279,0.33841905591845567,165.18632647396143,170.61693869897562,159.75571424894724
2020-04-01,IWM,165.72623770006908,167.54625020188547,160.7466853368882,162.53161435093153,21622368,164.99209341306408,164.967097459657,165.0927084079292,165.6921755204447,164.93509356410127,165.23288340601044,47.40668434023456,-0.2977898419091787,-0.3918093297079381,0.0940194877987594,165.0927084079292,170.64333654194616,159.54208027391223
2020-04-02,IWM,162.86692781604745,169.3041879982124,161.2170902039327,167.60634026505863,16111298,165.5441305335628,165.11381895665733,165.0187684433573,165.65026293304766,165.34605459501776,165.4086950251992,50.09773728044211,-0.06264043018143184,-0.3259755498026368,0.263335119621205,165.0187684433573,170.38169167430783,159.65584521240675
2020-04-03,IWM,167.3374099159646,167.41138451889958,160.59528415285502,160.66630967230702,39873100,164.89926863086765,164.9337875987519,164.9620130188563,165.5442196016117,164.62609383767764,165.05740722128127,41.338324769833484,-0.4313133836036229,-0.34704311656283404,-0.08427026704078888,164.9620130188563,170.48979210022,159.43423393749262
2020-04-06,IWM,160.35755324433683,162.1020791211494,151.50838924428692,153.1747738406695,24594809,161.85359070240662,163.5087548249724,164.51279608425412,165.2221788953437,162.8643522996764,164.17721215605076,38.02978622268514,-1.3128598563743594,-0.5402064645251392,-0.7726533918492202,164.51279608425412,172.0826735315081,156.94291863700013
2020-04-07,IWM,153.38840348107695,155.88037686278992,148.29315639909768,150.7421381158514,29003038,158.9442352489636,162.44956569092878,163.8811221259038,164.82869932567584,160.99939627139563,163.18202148640634,39.20056398293836,-2.1826252150107166,-0.8686902146222547,-1.313935000388462,163.8811221259038,173.64191444872418,154.12032980308342
2020-04-08,IWM,151.1942299129914,152.12264290994167,149.49441154718403,150.41805843840874,37071920,156.52152406645908,160.7568087397616,163.3269171724536,164.45454052090582,159.3714981432438,162.23654274211023,36.16974014082661,-2.865044598866433,-1.2679610914710904,-1.5970835073953427,163.3269171724536,174.77012996885577,151.8837043760514
2020-04-09,IWM,150.27696372639952,151.38145574443044,148.43658232692746,149.53562572606344,40794301,152.90738115866003,159.22575584611144,162.54913091567,163.9124416369814,157.85828700213915,161.2957340742549,38.03697654249663,-3.4374470721157593,-1.7018582876000243,-1.735588784515735,162.54913091567,175.5023770443506,149.5958847869894
2020-04-10,IWM,148.92810071847654,158.73968501470463,146.36279658838416,156.05167645099962,40572268,151.98445451439855,158.44186157263312,161.97648143121964,163.59016144045086,157.58034691734846,160.9072853614212,39.772700097238065,-3.326938444072738,-2.026874318894567,-1.3000641251781708,161.97648143121964,175.01962697170103,148.93333589073825
2020-04-13,IWM,156.03806985524034,156.1145601874361,155.66625873437613,155.74260422843096,31692415,152.49802059195085,157.17580564717872,161.2445682717033,163.20758847665854,157.29761727289963,160.52471638860712,44.388515295410706,-3.227099115707489,-2.2669192782571512,-0.9601798374503376,161.2445682717033,173.94020283219032,148.54893371121625
2020-04-14,IWM,155.45568161951616,157.5154517372819,154.36316821170018,156.41618807006984,26492262,153.6328305827945,156.28853291587907,160.67697646424625,162.86031532009972,157.16201278015657,160.22038095760436,37.71510622691275,-3.0583681774477895,-2.425209058095279,-0.6331591193525106,160.67697646424625,173.15782890576781,148.1961240227247
2020-04-15,IWM,156.1401449398095,159.65830225387887,151.45963969201836,154.95100320692333,36492249,154.53941953649743,155.53047180147823,160.24878463056763,162.48189046072824,156.82185746119762,159.83005667977613,38.612902097890675,-3.008199218578511,-2.5418070901919254,-0.4663921283865857,160.24878463056763,172.90606300239466,147.5915062587406
2020-04-16,IWM,154.85890549842898,159.2119310690952,151.6061612239574,155.9365513108269,31481291,155.81960465345014,154.3634929060551,159.7386559313562,162.168751378517,156.68565651498673,159.54164887466877,40.8529718973136,-2.855992359682034,-2.604644144089947,-0.251348215592087,159.7386559313562,172.21749209697003,147.25981976574235
2020-04-17,IWM,155.91759065076903,156.21500201880784,153.2227321444168,153.51556166428853,26873377,155.3123816961079,153.64841810525326,159.29110285200255,161.6691065478495,156.1979496148793,159.09527204427025,32.01433891898441,-2.897322429390954,-2.6631798011501484,-0.23414262824080545,159.29110285200255,171.9979633579623,146.5842423460428
2020-04-20,IWM,152.941994245771,158.47592515681873,152.42333746708073,157.94031806605582,34714957,155.7519244636329,154.12497252779184,158.81686367638216,161.46309135119012,156.46600629967568,159.00971989773583,41.39466739551384,-2.543713598060151,-2.639286560532149,0.09557296247199787,158.81686367638216,170.94009124690817,146.69363610585614
2020-04-21,IWM,158.56215878480904,159.86831366804338,158.06910643803448,159.3727407995524,48810715,156.3432350095294,154.98803279616195,158.71879924354536,161.33348460136665,156.91319622273363,159.03661033490744,46.1824501355251,-2.123414112173805,-2.5361120708604803,0.41269795868667547,158.71879924354536,170.78790390754202,146.6496945795487
2020-04-22,IWM,159.68351168021627,160.85535475586096,157.98905455937893,159.1570340604648,26477977,157.18444118023768,155.86193035836757,158.30936954906457,161.24506120283039,157.25840204392304,159.04553061087464,38.430055177211344,-1.7871285669515942,-2.3863153700787034,0.5991868031271093,158.30936954906457,169.68170752868872,146.93703156944042
2020-04-23,IWM,159.06319166766903,162.4984165140241,158.7143098543516,162.14278007459598,23708721,158.42568693299148,157.1226457932208,158.1742008196661,161.15462059408853,158.00984481787273,159.2749564970762,52.267324869284224,-1.2651116792034713,-2.162074631903657,0.8969629527001857,158.1742008196661,169.28055654166826,147.06784509766396
2020-04-24,IWM,162.8845223494081,163.40482263888956,161.0673239519567,161.58346829838345,35981809,160.0392682598105,157.6758249779592,158.05884327529614,161.14905003276118,158.5596330456436,159.44595737124712,66.40559459103875,-0.8863243256035105,-1.9069245706436277,1.0206002450401173,158.05884327529614,168.9612565408022,147.15643000979009
2020-04-27,IWM,161.54624426938207,161.98354172967922,158.825471034909,159.25657046476476,27315320,160.30251873955228,158.02722160159257,157.60151362438563,161.17977723027587,158.66685418704685,159.43192871150768,66.68071594348837,-0.7650745244608288,-1.678554561407068,0.9134800369462392,157.60151362438563,167.38704540377464,147.81598184499663
2020-04-28,IWM,159.02901159498018,160.29858057533562,152.1838843186112,153.4085839983183,35742731,159.10968737930546,157.72646119441745,157.00749705514824,161.07735908971839,157.85788954262708,158.98575502904922,54.8163296615715,-1.127865486422138,-1.5684167464100822,0.4405512599879442,157.00749705514824,166.2557845476635,147.75920956263298
2020-04-29,IWM,153.3810267677951,154.2265386766432,151.84385403949432,152.68553203818533,32592050,157.81538697484956,157.49991407754365,156.51519293951094,160.94935921481286,157.0621422342514,158.51907184454078,55.0991950490254,-1.4569296102893645,-1.5461193191859388,0.0891897088965743,156.51519293951094,165.5715968406748,147.45878903834708
2020-04-30,IWM,152.3887667290822,153.53329809697163,149.44872027565955,150.57966419453314,15183590,155.502763798837,156.96422536591427,155.66385913598467,160.72917508272275,156.0648379204486,157.93096757416984,39.66613891281171,-1.8661296537212309,-1.6101213860929975,-0.25600826762823337,155.66385913598467,163.44114337021108,147.88657490175825
2020-05-01,IWM,149.95928085181285,153.99746448901607,141.94769075669413,145.8759153458324,28433419,152.3612532083268,156.20026073406865,154.92433941966092,160.42387853461094,154.49731137050765,157.03800074244114,34.01938417436834,-2.540689371933496,-1.796234983261097,-0.7444543886723989,154.92433941966092,163.4732791118584,146.37539972746345
2020-05-04,IWM,145.95339570939325,150.29201738629902,145.38179428898496,149.70572062945325,29302646,150.45108324126448,155.37680099040838,154.75088675910013,160.23864390267727,153.7601435641916,156.4948688822198,40.13950303270594,-2.734725318028211,-1.98393305021452,-0.7507922678136909,154.75088675910013,163.58529369052033,145.91647982767992
2020-05-05,IWM,149.84163878512015,151.01387445706658,149.3963978121175,150.56647968442653,34028954,149.88266237848615,154.4961748788958,154.74210383752887,160.05066281296746,153.26881065961237,156.05572894164254,43.44078005270029,-2.7869182820301717,-2.1445300965776504,-0.6423881854525213,154.74210383752887,163.59362403737975,145.890583637678
